ID,proba
6,0.20955815746910114
9,0.2762305865375594
20,0.2616431889519301
21,0.17851461987603798
23,0.25689483956399306
24,0.9601262758124354
29,0.23548968183139857
31,0.056316388510520135
34,0.2433305538595407
35,0.9379934741921288
53,0.12461938617903823
61,0.23410079515831794
62,0.20917382157312095
64,0.8581691117408536
71,0.2722773343098242
75,0.26465424770548945
76,0.20360782448229797
77,0.06848800847102579
78,0.3110504289638704
87,0.13748205349337697
88,0.26411347743004354
93,0.5114886526429425
95,0.9254624568215658
98,0.25559555637048464
100,0.3393149922069601
104,0.18780731075141133
107,0.3073386828445761
108,0.20441123841491668
120,0.1993490496015275
125,0.22306153519166624
126,0.24504919503599204
129,0.26749180373201825
134,0.21991721462539357
138,0.18447378318897165
150,0.19286878094179444
152,0.23160740874772273
155,0.574974048189761
156,0.20917382157312095
159,0.2542541669009504
164,0.13748205349337697
165,0.2562703724260432
170,0.812204282834721
175,0.2717931679578469
176,0.5670410706721699
177,0.1858618120847405
179,0.18522072462014122
180,0.2722773343098242
181,0.19441090963025498
185,0.1127575626541544
187,0.2417066625482343
189,0.8754228786844273
191,0.3589578835261717
194,0.2620140837877
198,0.7921717805825517
200,0.17819918146688585
203,0.18731936442163374
206,0.20557238473314043
207,0.058925491517769074
211,0.2167971096630701
212,0.19151831904966227
221,0.22978386161871234
228,0.2781260264791423
229,0.26773421001220166
236,0.9279761028621175
243,0.24154715534993976
244,0.16832118243953592
247,0.27654416210944777
249,0.18447378318897165
252,0.8239205347529057
253,0.8792665548026598
256,0.5739957911233604
257,0.30503205691379714
265,0.3113704220579968
271,0.2707323024669147
274,0.2858604931718431
284,0.19764439042452936
286,0.19911759575121146
288,0.20313811178114155
297,0.5780589774057358
303,0.059333654783075195
306,0.2835690249562324
312,0.2858604931718431
314,0.9254624568215658
328,0.5787042535378244
333,0.812204282834721
336,0.20461413291891714
337,0.36478432077657935
338,0.19911759575121146
342,0.18417009138497384
345,0.26310140252098485
350,0.32163151193889183
356,0.2781260264791423
357,0.28679003522971624
367,0.20955815746910114
377,0.7548676597341933
378,0.8761535923332869
386,0.8758705572839708
391,0.1790811675634578
395,0.20283182982682615
397,0.1922892024698453
398,0.23160740874772273
406,0.23555891759016098
408,0.07231839277888101
410,0.21354618016018456
414,0.9033698182779714
417,0.9392418078178753
420,0.2784462911606973
421,0.1127575626541544
425,0.17875265626083564
429,0.12120218067641413
431,0.23512690818797954
437,0.2739600898056029
439,0.19764439042452936
445,0.23525043625358472
447,0.22223633068615328
448,0.9555641055462013
456,0.9200591998859448
461,0.26887488764329215
462,0.22957386795927448
463,0.27793133750851884
465,0.9279761028621175
466,0.19620765219489855
468,0.18447378318897165
470,0.21324801700375132
472,0.11126993378817503
473,0.9292735851191959
474,0.2080376923521718
478,0.2181075658916068
480,0.5309312258309099
481,0.20313811178114155
488,0.12055930098758447
489,0.30735648130444304
491,0.18731936442163374
496,0.2365378962186926
499,0.14847525875440248
500,0.930614463162415
503,0.20807052860312175
510,0.2355994957255454
514,0.1975382444440456
515,0.3459885422161721
536,0.26810752476766947
540,0.9341822529987303
550,0.2784462911606973
553,0.9448801957394939
554,0.2685519631952294
555,0.35620955827732614
563,0.3074040974923691
564,0.2649373024048117
573,0.16717577491027302
574,0.21815274726226272
577,0.17500861022997827
580,0.22004667097219957
585,0.9237135695391493
586,0.14675342121646526
594,0.2916443250491341
596,0.8982152603435047
601,0.26465424770548945
609,0.38129255955121416
612,0.2388777992021296
616,0.35809456648095117
626,0.2616431889519301
627,0.18750526402765594
629,0.2654457607356624
632,0.2976991153770626
645,0.18568912838854015
647,0.3913291021635991
650,0.9161926764685537
657,0.18447378318897165
665,0.29394978049281706
669,0.18572671885160624
676,0.26298465063654536
677,0.24368937928871026
690,0.9266838606248449
702,0.23557487459193896
708,0.2785326318382568
714,0.1127575626541544
716,0.25880374526591465
718,0.17827737695560766
719,0.2609928450707337
722,0.45584862641531176
724,0.18169267300173975
727,0.5102031148379453
733,0.23255193068040664
736,0.28937555091762823
739,0.3069314075631478
740,0.5456146667361114
743,0.25760464063878263
751,0.8749120701753046
752,0.2455681739631153
760,0.17608961972704568
762,0.19431086286208973
767,0.08363775509813019
769,0.2717931679578469
770,0.16952573068598484
772,0.2826387557825666
774,0.21305294898166013
775,0.11870731287626468
782,0.18447378318897165
786,0.21738376612014731
792,0.2722773343098242
794,0.19478252521740566
800,0.24299020723765302
802,0.2454283272389084
804,0.1458585590131891
808,0.9623799170518972
809,0.8043752539766951
811,0.21272794117686636
813,0.2686724708567538
816,0.2784462911606973
823,0.18447378318897165
841,0.9596736499912786
843,0.22157907961755655
849,0.25498969022537754
853,0.16808742449537334
854,0.223265200620988
856,0.5885339022640674
861,0.7493173934239055
864,0.25835067520562766
866,0.8314398924472677
868,0.1887719785407717
873,0.11870731287626468
880,0.2722773343098242
881,0.20192276658157304
885,0.11286128713344175
892,0.21462245985895806
893,0.13242698623708368
896,0.2653553776345964
902,0.5727727178925662
907,0.9152793364948093
913,0.9001913819958252
915,0.24488207512993895
922,0.2181075658916068
923,0.2005967644577007
929,0.19229428432253504
930,0.5763807753897636
932,0.18527868661722288
933,0.22684617670778573
936,0.26908311450618816
941,0.2781260264791423
943,0.200711934806415
947,0.30775035691767294
956,0.7532730269643395
964,0.47112946928273014
969,0.23548968183139857
970,0.24368937928871026
972,0.18780731075141133
975,0.7493173934239055
979,0.259688368937168
981,0.17482793991262482
988,0.37254853647964725
993,0.2608000828515767
994,0.22727727849494894
997,0.1954084154403415
998,0.9262833036411919
1009,0.9534720497388327
1014,0.17896126916459085
1015,0.8743906052453124
1019,0.29238806309856924
1020,0.21657477408725337
1028,0.2000388636913884
1031,0.25275746341100686
1033,0.22004667097219957
1038,0.26091056609484903
1049,0.2733744226393082
1050,0.2120462123117269
1053,0.2784462911606973
1066,0.200711934806415
1077,0.17819918146688585
1083,0.2797098069418851
1086,0.12055930098758447
1091,0.9585840746440563
1093,0.9279761028621175
1095,0.49406831949042174
1107,0.9254624568215658
1112,0.30911848878580483
1114,0.21829170798124456
1129,0.940104865400736
1132,0.25498969022537754
1138,0.2698753652195858
1139,0.19674642437871373
1140,0.2765419874527466
1143,0.16832118243953592
1149,0.9056936260413896
1160,0.21821750265334708
1164,0.8824165453729347
1166,0.26301549101924193
1167,0.2784462911606973
